Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Campus Lugo";"";""
"Fecha";"Variable";"Valor";"Código validación";"Unidad"
"21/06/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"21/06/2024";"Temperatura media  atura a 1.5m";"16.52";"1";"ºC"
"22/06/2024";"Lluvia";"0.0";"1";"L/m2"
"22/06/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"22/06/2024";"Temperatura media  atura a 1.5m";"17.24";"1";"ºC"
"23/06/2024";"Lluvia";"0.0";"1";"L/m2"
"23/06/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"23/06/2024";"Temperatura media  atura a 1.5m";"19.24";"1";"ºC"
"24/06/2024";"Lluvia";"0.0";"1";"L/m2"
"24/06/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"24/06/2024";"Temperatura media  atura a 1.5m";"20.16";"1";"ºC"
"25/06/2024";"Lluvia";"0.0";"1";"L/m2"
"25/06/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"25/06/2024";"Temperatura media  atura a 1.5m";"18.80";"1";"ºC"
"26/06/2024";"Lluvia";"0.0";"1";"L/m2"
"26/06/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"26/06/2024";"Temperatura media  atura a 1.5m";"20.00";"1";"ºC"
"27/06/2024";"Lluvia";"0.0";"1";"L/m2"
"27/06/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"27/06/2024";"Temperatura media  atura a 1.5m";"18.26";"1";"ºC"
"28/06/2024";"Lluvia";"0.0";"1";"L/m2"
"28/06/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"28/06/2024";"Temperatura media  atura a 1.5m";"17.00";"1";"ºC"
"29/06/2024";"Lluvia";"0.0";"1";"L/m2"
"29/06/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"29/06/2024";"Temperatura media  atura a 1.5m";"17.77";"1";"ºC"
"30/06/2024";"Lluvia";"0.0";"1";"L/m2"
"30/06/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"30/06/2024";"Temperatura media  atura a 1.5m";"18.41";"1";"ºC"
"01/07/2024";"Lluvia";"0.0";"1";"L/m2"
"01/07/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"01/07/2024";"Temperatura media  atura a 1.5m";"17.52";"1";"ºC"
"02/07/2024";"Lluvia";"0.0";"1";"L/m2"
"02/07/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"02/07/2024";"Temperatura media  atura a 1.5m";"18.40";"1";"ºC"
"03/07/2024";"Lluvia";"0.0";"1";"L/m2"
"03/07/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"03/07/2024";"Temperatura media  atura a 1.5m";"19.06";"1";"ºC"
"04/07/2024";"Lluvia";"0.0";"1";"L/m2"
"04/07/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"04/07/2024";"Temperatura media  atura a 1.5m";"19.19";"1";"ºC"
"05/07/2024";"Lluvia";"0.0";"1";"L/m2"
"05/07/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"05/07/2024";"Temperatura media  atura a 1.5m";"19.69";"1";"ºC"
"06/07/2024";"Lluvia";"2.2";"1";"L/m2"
"06/07/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"06/07/2024";"Temperatura media  atura a 1.5m";"15.32";"1";"ºC"
"07/07/2024";"Lluvia";"0.0";"1";"L/m2"
"07/07/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"07/07/2024";"Temperatura media  atura a 1.5m";"15.53";"1";"ºC"
"08/07/2024";"Lluvia";"3.7";"1";"L/m2"
"08/07/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"08/07/2024";"Temperatura media  atura a 1.5m";"18.64";"1";"ºC"
"09/07/2024";"Lluvia";"17.2";"1";"L/m2"
"09/07/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"09/07/2024";"Temperatura media  atura a 1.5m";"17.39";"1";"ºC"
"10/07/2024";"Lluvia";"1.1";"1";"L/m2"
"10/07/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"10/07/2024";"Temperatura media  atura a 1.5m";"20.40";"1";"ºC"
"11/07/2024";"Lluvia";"1.1";"1";"L/m2"
"11/07/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"11/07/2024";"Temperatura media  atura a 1.5m";"20.15";"1";"ºC"
"12/07/2024";"Lluvia";"0.0";"1";"L/m2"
"12/07/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"12/07/2024";"Temperatura media  atura a 1.5m";"16.95";"1";"ºC"
"13/07/2024";"Lluvia";"0.0";"1";"L/m2"
"13/07/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"13/07/2024";"Temperatura media  atura a 1.5m";"17.57";"1";"ºC"
"14/07/2024";"Lluvia";"0.0";"1";"L/m2"
"14/07/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"14/07/2024";"Temperatura media  atura a 1.5m";"19.31";"1";"ºC"
"15/07/2024";"Lluvia";"1.1";"1";"L/m2"
"15/07/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"15/07/2024";"Temperatura media  atura a 1.5m";"17.55";"1";"ºC"
"16/07/2024";"Lluvia";"0.0";"1";"L/m2"
"16/07/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"16/07/2024";"Temperatura media  atura a 1.5m";"17.75";"1";"ºC"
"17/07/2024";"Lluvia";"0.0";"1";"L/m2"
"17/07/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"17/07/2024";"Temperatura media  atura a 1.5m";"20.88";"1";"ºC"
"18/07/2024";"Lluvia";"0.0";"1";"L/m2"
"18/07/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"18/07/2024";"Temperatura media  atura a 1.5m";"21.49";"1";"ºC"
"19/07/2024";"Lluvia";"0.0";"1";"L/m2"
"19/07/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"19/07/2024";"Temperatura media  atura a 1.5m";"21.76";"1";"ºC"
"20/07/2024";"Lluvia";"1.3";"1";"L/m2"
"20/07/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"20/07/2024";"Temperatura media  atura a 1.5m";"18.58";"1";"ºC"
"21/07/2024";"Lluvia";"0.0";"1";"L/m2"
"21/07/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"21/07/2024";"Temperatura media  atura a 1.5m";"16.08";"1";"ºC"
"22/07/2024";"Lluvia";"0.0";"1";"L/m2"
"22/07/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"22/07/2024";"Temperatura media  atura a 1.5m";"19.53";"1";"ºC"
"23/07/2024";"Lluvia";"0.0";"1";"L/m2"
"23/07/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"23/07/2024";"Temperatura media  atura a 1.5m";"21.75";"1";"ºC"
"24/07/2024";"Lluvia";"0.0";"1";"L/m2"
"24/07/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"24/07/2024";"Temperatura media  atura a 1.5m";"20.97";"1";"ºC"
"25/07/2024";"Lluvia";"0.0";"1";"L/m2"
"25/07/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"25/07/2024";"Temperatura media  atura a 1.5m";"20.42";"1";"ºC"
"26/07/2024";"Lluvia";"0.0";"1";"L/m2"
"26/07/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"26/07/2024";"Temperatura media  atura a 1.5m";"21.77";"1";"ºC"
"27/07/2024";"Lluvia";"0.0";"1";"L/m2"
"27/07/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"27/07/2024";"Temperatura media  atura a 1.5m";"20.46";"1";"ºC"
"28/07/2024";"Lluvia";"0.0";"1";"L/m2"
"28/07/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"28/07/2024";"Temperatura media  atura a 1.5m";"23.01";"1";"ºC"
"29/07/2024";"Lluvia";"8.3";"1";"L/m2"
"29/07/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"29/07/2024";"Temperatura media  atura a 1.5m";"22.90";"1";"ºC"
"30/07/2024";"Lluvia";"0.0";"1";"L/m2"
"30/07/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"30/07/2024";"Temperatura media  atura a 1.5m";"24.93";"1";"ºC"
"31/07/2024";"Lluvia";"0.0";"1";"L/m2"
"31/07/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"31/07/2024";"Temperatura media  atura a 1.5m";"23.39";"1";"ºC"
"01/08/2024";"Lluvia";"0.0";"1";"L/m2"
"01/08/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"01/08/2024";"Temperatura media  atura a 1.5m";"19.16";"1";"ºC"
"02/08/2024";"Lluvia";"0.0";"1";"L/m2"
"02/08/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"02/08/2024";"Temperatura media  atura a 1.5m";"19.88";"1";"ºC"
"03/08/2024";"Lluvia";"0.0";"1";"L/m2"
"03/08/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"03/08/2024";"Temperatura media  atura a 1.5m";"20.22";"1";"ºC"
"04/08/2024";"Lluvia";"0.0";"1";"L/m2"
"04/08/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"04/08/2024";"Temperatura media  atura a 1.5m";"21.06";"1";"ºC"
"05/08/2024";"Lluvia";"0.0";"1";"L/m2"
"05/08/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"05/08/2024";"Temperatura media  atura a 1.5m";"21.16";"1";"ºC"
"06/08/2024";"Lluvia";"0.0";"1";"L/m2"
"06/08/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"06/08/2024";"Temperatura media  atura a 1.5m";"20.01";"1";"ºC"
"07/08/2024";"Lluvia";"0.0";"1";"L/m2"
"07/08/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"07/08/2024";"Temperatura media  atura a 1.5m";"19.52";"1";"ºC"
"08/08/2024";"Lluvia";"0.0";"1";"L/m2"
"08/08/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"08/08/2024";"Temperatura media  atura a 1.5m";"20.07";"1";"ºC"
"09/08/2024";"Lluvia";"0.0";"1";"L/m2"
"09/08/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"09/08/2024";"Temperatura media  atura a 1.5m";"21.62";"1";"ºC"
"10/08/2024";"Lluvia";"0.0";"1";"L/m2"
"10/08/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"10/08/2024";"Temperatura media  atura a 1.5m";"22.49";"1";"ºC"
"11/08/2024";"Lluvia";"0.0";"1";"L/m2"
"11/08/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"11/08/2024";"Temperatura media  atura a 1.5m";"25.36";"1";"ºC"
"12/08/2024";"Lluvia";"0.0";"1";"L/m2"
"12/08/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"12/08/2024";"Temperatura media  atura a 1.5m";"21.31";"1";"ºC"
"13/08/2024";"Lluvia";"0.5";"1";"L/m2"
"13/08/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"13/08/2024";"Temperatura media  atura a 1.5m";"18.69";"1";"ºC"
"14/08/2024";"Lluvia";"0.0";"1";"L/m2"
"14/08/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"14/08/2024";"Temperatura media  atura a 1.5m";"18.40";"1";"ºC"
"15/08/2024";"Lluvia";"0.0";"1";"L/m2"
"15/08/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"15/08/2024";"Temperatura media  atura a 1.5m";"19.13";"1";"ºC"
"16/08/2024";"Lluvia";"0.0";"1";"L/m2"
"16/08/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"16/08/2024";"Temperatura media  atura a 1.5m";"21.66";"1";"ºC"
"17/08/2024";"Lluvia";"0.0";"1";"L/m2"
"17/08/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"17/08/2024";"Temperatura media  atura a 1.5m";"21.93";"1";"ºC"
"18/08/2024";"Lluvia";"0.9";"1";"L/m2"
"18/08/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"18/08/2024";"Temperatura media  atura a 1.5m";"21.30";"1";"ºC"
"19/08/2024";"Lluvia";"0.0";"1";"L/m2"
"19/08/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"19/08/2024";"Temperatura media  atura a 1.5m";"20.64";"1";"ºC"
"20/08/2024";"Lluvia";"0.0";"1";"L/m2"
"20/08/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"20/08/2024";"Temperatura media  atura a 1.5m";"18.60";"1";"ºC"
"21/08/2024";"Lluvia";"0.0";"1";"L/m2"
"21/08/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"21/08/2024";"Temperatura media  atura a 1.5m";"19.83";"1";"ºC"
"22/08/2024";"Lluvia";"0.0";"1";"L/m2"
"22/08/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"22/08/2024";"Temperatura media  atura a 1.5m";"19.67";"1";"ºC"
"23/08/2024";"Lluvia";"0.0";"1";"L/m2"
"23/08/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"23/08/2024";"Temperatura media  atura a 1.5m";"22.61";"1";"ºC"
"24/08/2024";"Lluvia";"4.1";"1";"L/m2"
"24/08/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"24/08/2024";"Temperatura media  atura a 1.5m";"17.83";"1";"ºC"
"25/08/2024";"Lluvia";"0.0";"1";"L/m2"
"25/08/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"25/08/2024";"Temperatura media  atura a 1.5m";"16.43";"1";"ºC"
"26/08/2024";"Lluvia";"0.0";"1";"L/m2"
"26/08/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"26/08/2024";"Temperatura media  atura a 1.5m";"17.83";"1";"ºC"
"27/08/2024";"Lluvia";"0.0";"1";"L/m2"
"27/08/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"27/08/2024";"Temperatura media  atura a 1.5m";"19.90";"1";"ºC"
"28/08/2024";"Lluvia";"0.0";"1";"L/m2"
"28/08/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"28/08/2024";"Temperatura media  atura a 1.5m";"19.99";"1";"ºC"
"29/08/2024";"Lluvia";"0.0";"1";"L/m2"
"29/08/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"29/08/2024";"Temperatura media  atura a 1.5m";"19.97";"1";"ºC"
"30/08/2024";"Lluvia";"0.0";"1";"L/m2"
"30/08/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"30/08/2024";"Temperatura media  atura a 1.5m";"20.14";"1";"ºC"
"31/08/2024";"Lluvia";"0.0";"1";"L/m2"
"31/08/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"31/08/2024";"Temperatura media  atura a 1.5m";"20.40";"1";"ºC"
"01/09/2024";"Lluvia";"0.0";"1";"L/m2"
"01/09/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"01/09/2024";"Temperatura media  atura a 1.5m";"21.76";"1";"ºC"
"02/09/2024";"Lluvia";"3.1";"1";"L/m2"
"02/09/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"02/09/2024";"Temperatura media  atura a 1.5m";"15.79";"1";"ºC"
"03/09/2024";"Lluvia";"0.0";"1";"L/m2"
"03/09/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"03/09/2024";"Temperatura media  atura a 1.5m";"15.00";"1";"ºC"
"04/09/2024";"Lluvia";"0.0";"1";"L/m2"
"04/09/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"04/09/2024";"Temperatura media  atura a 1.5m";"15.53";"1";"ºC"
"05/09/2024";"Lluvia";"1.7";"1";"L/m2"
"05/09/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"05/09/2024";"Temperatura media  atura a 1.5m";"12.89";"1";"ºC"
"06/09/2024";"Lluvia";"30.1";"1";"L/m2"
"06/09/2024";"Humedad relativa media a 1.5m";"99";"1";"%"
"06/09/2024";"Temperatura media  atura a 1.5m";"11.22";"1";"ºC"
"07/09/2024";"Lluvia";"0.3";"1";"L/m2"
"07/09/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"07/09/2024";"Temperatura media  atura a 1.5m";"13.91";"1";"ºC"
"08/09/2024";"Lluvia";"0.0";"1";"L/m2"
"08/09/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"08/09/2024";"Temperatura media  atura a 1.5m";"14.18";"1";"ºC"
"09/09/2024";"Lluvia";"0.0";"1";"L/m2"
"09/09/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"09/09/2024";"Temperatura media  atura a 1.5m";"15.30";"1";"ºC"
"10/09/2024";"Lluvia";"0.0";"1";"L/m2"
"10/09/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"10/09/2024";"Temperatura media  atura a 1.5m";"15.49";"1";"ºC"
"11/09/2024";"Lluvia";"0.4";"1";"L/m2"
"11/09/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"11/09/2024";"Temperatura media  atura a 1.5m";"14.64";"1";"ºC"
"12/09/2024";"Lluvia";"3.5";"1";"L/m2"
"12/09/2024";"Humedad relativa media a 1.5m";"99";"1";"%"
"12/09/2024";"Temperatura media  atura a 1.5m";"15.22";"1";"ºC"
"13/09/2024";"Lluvia";"0.0";"1";"L/m2"
"13/09/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"13/09/2024";"Temperatura media  atura a 1.5m";"14.16";"1";"ºC"
"14/09/2024";"Lluvia";"0.0";"1";"L/m2"
"14/09/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"14/09/2024";"Temperatura media  atura a 1.5m";"13.68";"1";"ºC"
"15/09/2024";"Lluvia";"0.0";"1";"L/m2"
"15/09/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"15/09/2024";"Temperatura media  atura a 1.5m";"15.22";"1";"ºC"
"16/09/2024";"Lluvia";"0.0";"1";"L/m2"
"16/09/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"16/09/2024";"Temperatura media  atura a 1.5m";"15.29";"1";"ºC"
"17/09/2024";"Lluvia";"0.0";"1";"L/m2"
"17/09/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"17/09/2024";"Temperatura media  atura a 1.5m";"15.91";"1";"ºC"
"18/09/2024";"Lluvia";"0.0";"1";"L/m2"
"18/09/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"18/09/2024";"Temperatura media  atura a 1.5m";"16.12";"1";"ºC"
"19/09/2024";"Lluvia";"0.0";"1";"L/m2"
"19/09/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"19/09/2024";"Temperatura media  atura a 1.5m";"16.87";"1";"ºC"
"20/09/2024";"Lluvia";"0.0";"1";"L/m2"
"20/09/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"20/09/2024";"Temperatura media  atura a 1.5m";"15.77";"1";"ºC"
"21/09/2024";"Lluvia";"1.2";"1";"L/m2"
"21/09/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"21/09/2024";"Temperatura media  atura a 1.5m";"16.47";"1";"ºC"
"22/09/2024";"Lluvia";"0.0";"1";"L/m2"
"22/09/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"22/09/2024";"Temperatura media  atura a 1.5m";"15.30";"1";"ºC"
"23/09/2024";"Lluvia";"0.0";"1";"L/m2"
"23/09/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"23/09/2024";"Temperatura media  atura a 1.5m";"14.45";"1";"ºC"
"24/09/2024";"Lluvia";"11.2";"1";"L/m2"
"24/09/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"24/09/2024";"Temperatura media  atura a 1.5m";"14.92";"1";"ºC"
"25/09/2024";"Lluvia";"35.0";"1";"L/m2"
"25/09/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"25/09/2024";"Temperatura media  atura a 1.5m";"17.72";"1";"ºC"
"26/09/2024";"Lluvia";"20.4";"1";"L/m2"
"26/09/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"26/09/2024";"Temperatura media  atura a 1.5m";"16.16";"1";"ºC"
"27/09/2024";"Lluvia";"3.8";"1";"L/m2"
"27/09/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"27/09/2024";"Temperatura media  atura a 1.5m";"11.76";"1";"ºC"
"28/09/2024";"Lluvia";"0.0";"1";"L/m2"
"28/09/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"28/09/2024";"Temperatura media  atura a 1.5m";"11.61";"1";"ºC"
"29/09/2024";"Lluvia";"0.0";"1";"L/m2"
"29/09/2024";"Humedad relativa media a 1.5m";"65";"1";"%"
"29/09/2024";"Temperatura media  atura a 1.5m";"17.11";"1";"ºC"
"30/09/2024";"Lluvia";"0.0";"1";"L/m2"
"30/09/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"30/09/2024";"Temperatura media  atura a 1.5m";"18.70";"1";"ºC"
"01/10/2024";"Lluvia";"1.5";"1";"L/m2"
"01/10/2024";"Humedad relativa media a 1.5m";"98";"1";"%"
"01/10/2024";"Temperatura media  atura a 1.5m";"18.60";"1";"ºC"
"02/10/2024";"Lluvia";"26.9";"1";"L/m2"
"02/10/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"02/10/2024";"Temperatura media  atura a 1.5m";"17.66";"1";"ºC"
"03/10/2024";"Lluvia";"0.3";"1";"L/m2"
"03/10/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"03/10/2024";"Temperatura media  atura a 1.5m";"16.24";"1";"ºC"
"04/10/2024";"Lluvia";"0.0";"1";"L/m2"
"04/10/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"04/10/2024";"Temperatura media  atura a 1.5m";"17.84";"1";"ºC"
"05/10/2024";"Lluvia";"23.5";"1";"L/m2"
"05/10/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"05/10/2024";"Temperatura media  atura a 1.5m";"17.40";"1";"ºC"
"06/10/2024";"Lluvia";"5.5";"1";"L/m2"
"06/10/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"06/10/2024";"Temperatura media  atura a 1.5m";"16.75";"1";"ºC"
"07/10/2024";"Lluvia";"5.3";"1";"L/m2"
"07/10/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"07/10/2024";"Temperatura media  atura a 1.5m";"14.12";"1";"ºC"
"08/10/2024";"Lluvia";"22.3";"1";"L/m2"
"08/10/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"08/10/2024";"Temperatura media  atura a 1.5m";"14.62";"1";"ºC"
"09/10/2024";"Lluvia";"39.7";"1";"L/m2"
"09/10/2024";"Humedad relativa media a 1.5m";"98";"1";"%"
"09/10/2024";"Temperatura media  atura a 1.5m";"15.64";"1";"ºC"
"10/10/2024";"Lluvia";"1.5";"1";"L/m2"
"10/10/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"10/10/2024";"Temperatura media  atura a 1.5m";"12.22";"1";"ºC"
"11/10/2024";"Lluvia";"5.7";"1";"L/m2"
"11/10/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"11/10/2024";"Temperatura media  atura a 1.5m";"12.44";"1";"ºC"
"12/10/2024";"Lluvia";"0.7";"1";"L/m2"
"12/10/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"12/10/2024";"Temperatura media  atura a 1.5m";"17.06";"1";"ºC"
"13/10/2024";"Lluvia";"0.0";"1";"L/m2"
"13/10/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"13/10/2024";"Temperatura media  atura a 1.5m";"17.09";"1";"ºC"
"14/10/2024";"Lluvia";"0.0";"1";"L/m2"
"14/10/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"14/10/2024";"Temperatura media  atura a 1.5m";"17.03";"1";"ºC"
"15/10/2024";"Lluvia";"0.3";"1";"L/m2"
"15/10/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"15/10/2024";"Temperatura media  atura a 1.5m";"15.97";"1";"ºC"
"16/10/2024";"Lluvia";"9.2";"1";"L/m2"
"16/10/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"16/10/2024";"Temperatura media  atura a 1.5m";"15.38";"1";"ºC"
"17/10/2024";"Lluvia";"3.3";"1";"L/m2"
"17/10/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"17/10/2024";"Temperatura media  atura a 1.5m";"12.44";"1";"ºC"
"18/10/2024";"Lluvia";"0.6";"1";"L/m2"
"18/10/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"18/10/2024";"Temperatura media  atura a 1.5m";"13.45";"1";"ºC"
"19/10/2024";"Lluvia";"6.8";"1";"L/m2"
"19/10/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"19/10/2024";"Temperatura media  atura a 1.5m";"15.30";"1";"ºC"
"20/10/2024";"Lluvia";"0.0";"1";"L/m2"
"20/10/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"20/10/2024";"Temperatura media  atura a 1.5m";"16.97";"1";"ºC"
"21/10/2024";"Lluvia";"1.5";"1";"L/m2"
"21/10/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"21/10/2024";"Temperatura media  atura a 1.5m";"14.88";"1";"ºC"
"22/10/2024";"Lluvia";"0.0";"1";"L/m2"
"22/10/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"22/10/2024";"Temperatura media  atura a 1.5m";"12.82";"1";"ºC"
"23/10/2024";"Lluvia";"0.0";"1";"L/m2"
"23/10/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"23/10/2024";"Temperatura media  atura a 1.5m";"13.44";"1";"ºC"
"24/10/2024";"Lluvia";"7.7";"1";"L/m2"
"24/10/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"24/10/2024";"Temperatura media  atura a 1.5m";"13.15";"1";"ºC"
"25/10/2024";"Lluvia";"1.4";"1";"L/m2"
"25/10/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"25/10/2024";"Temperatura media  atura a 1.5m";"9.63";"1";"ºC"
"26/10/2024";"Lluvia";"5.6";"1";"L/m2"
"26/10/2024";"Humedad relativa media a 1.5m";"99";"1";"%"
"26/10/2024";"Temperatura media  atura a 1.5m";"9.27";"1";"ºC"
"27/10/2024";"Lluvia";"0.3";"1";"L/m2"
"27/10/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"27/10/2024";"Temperatura media  atura a 1.5m";"11.45";"1";"ºC"
"28/10/2024";"Lluvia";"0.0";"1";"L/m2"
"28/10/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"28/10/2024";"Temperatura media  atura a 1.5m";"13.63";"1";"ºC"
"29/10/2024";"Lluvia";"0.0";"1";"L/m2"
"29/10/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"29/10/2024";"Temperatura media  atura a 1.5m";"13.42";"1";"ºC"
"30/10/2024";"Lluvia";"0.0";"1";"L/m2"
"30/10/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"30/10/2024";"Temperatura media  atura a 1.5m";"14.10";"1";"ºC"
"31/10/2024";"Lluvia";"0.0";"1";"L/m2"
"31/10/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"31/10/2024";"Temperatura media  atura a 1.5m";"12.75";"1";"ºC"
"01/11/2024";"Lluvia";"0.0";"1";"L/m2"
"01/11/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"01/11/2024";"Temperatura media  atura a 1.5m";"13.96";"1";"ºC"
"02/11/2024";"Lluvia";"0.0";"1";"L/m2"
"02/11/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"02/11/2024";"Temperatura media  atura a 1.5m";"12.71";"1";"ºC"
"03/11/2024";"Lluvia";"0.0";"1";"L/m2"
