Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Coruña-Torre de Hércules";"";""
"Fecha";"Variable";"Valor";"Código validación";"Unidad"
"18/03/2025";"Lluvia";"0.0";"1";"L/m2"
"18/03/2025";"Humedad relativa media a 1.5m";"58";"1";"%"
"18/03/2025";"Temperatura media  atura a 1.5m";"14.65";"1";"ºC"
"19/03/2025";"Lluvia";"0.0";"1";"L/m2"
"19/03/2025";"Humedad relativa media a 1.5m";"44";"1";"%"
"19/03/2025";"Temperatura media  atura a 1.5m";"17.16";"1";"ºC"
"20/03/2025";"Lluvia";"0.0";"1";"L/m2"
"20/03/2025";"Humedad relativa media a 1.5m";"44";"1";"%"
"20/03/2025";"Temperatura media  atura a 1.5m";"16.59";"1";"ºC"
"21/03/2025";"Lluvia";"7.6";"1";"L/m2"
"21/03/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"21/03/2025";"Temperatura media  atura a 1.5m";"12.91";"1";"ºC"
"22/03/2025";"Lluvia";"29.0";"1";"L/m2"
"22/03/2025";"Humedad relativa media a 1.5m";"76";"1";"%"
"22/03/2025";"Temperatura media  atura a 1.5m";"11.22";"1";"ºC"
"23/03/2025";"Lluvia";"5.9";"1";"L/m2"
"23/03/2025";"Humedad relativa media a 1.5m";"74";"1";"%"
"23/03/2025";"Temperatura media  atura a 1.5m";"10.92";"1";"ºC"
"24/03/2025";"Lluvia";"2.6";"1";"L/m2"
"24/03/2025";"Humedad relativa media a 1.5m";"82";"1";"%"
"24/03/2025";"Temperatura media  atura a 1.5m";"11.91";"1";"ºC"
"25/03/2025";"Lluvia";"0.0";"1";"L/m2"
"25/03/2025";"Humedad relativa media a 1.5m";"79";"1";"%"
"25/03/2025";"Temperatura media  atura a 1.5m";"13.04";"1";"ºC"
"26/03/2025";"Lluvia";"0.0";"1";"L/m2"
"26/03/2025";"Humedad relativa media a 1.5m";"73";"1";"%"
"26/03/2025";"Temperatura media  atura a 1.5m";"12.17";"1";"ºC"
"27/03/2025";"Lluvia";"0.0";"1";"L/m2"
"27/03/2025";"Humedad relativa media a 1.5m";"73";"1";"%"
"27/03/2025";"Temperatura media  atura a 1.5m";"12.32";"1";"ºC"
"28/03/2025";"Lluvia";"0.4";"1";"L/m2"
"28/03/2025";"Humedad relativa media a 1.5m";"77";"1";"%"
"28/03/2025";"Temperatura media  atura a 1.5m";"12.69";"1";"ºC"
"29/03/2025";"Lluvia";"0.0";"1";"L/m2"
"29/03/2025";"Humedad relativa media a 1.5m";"68";"1";"%"
"29/03/2025";"Temperatura media  atura a 1.5m";"12.54";"1";"ºC"
"30/03/2025";"Lluvia";"0.0";"1";"L/m2"
"30/03/2025";"Humedad relativa media a 1.5m";"63";"1";"%"
"30/03/2025";"Temperatura media  atura a 1.5m";"13.56";"1";"ºC"
"31/03/2025";"Lluvia";"0.0";"1";"L/m2"
"31/03/2025";"Humedad relativa media a 1.5m";"66";"1";"%"
"31/03/2025";"Temperatura media  atura a 1.5m";"15.34";"1";"ºC"
